<b> From what distribution does the `rand()` function return value?</b><br><ul><li>normal</li><li>poisson</li><li>binomial</li><li>uniform</li></ul>,uniform
"<b> Which choice adds `b` to each row of `a`?</b><br><br>```<br>a = ones(4, 4);<br>b= [1 2 3 4];<br>```<br><br><ul><li>a = a + reshape(b, 4, 1);</li><li>a = a + b';</li><li>a = a + repmat(b, 4, 1);</li><li>a = a + [b b b b];</li></ul>","a = a + repmat(b, 4, 1);"
<b> Which choice replaces all `a`s with `o`s?</b><br><ul><li>A```<br>for i = 1:length(fruit)<br>fruit{i}(fruit{i} == a) == o;<br>end<br>```<br></li><li>B```<br>for i = 1:length(fruit)<br>fruit(i)(fruit(i) == 'a') == 'o';<br>end<br>```<br></li><li>C```<br>for i = 1:length(fruit)<br>fruit{i}(fruit{i} == 'a') == 'o';<br>end<br>```<br></li><li>D```<br>for i = 1:length(fruit)<br>fruit{i}(fruit{i} == 'a') == 'o';<br>```<br></li></ul>,C```<br>for i = 1:length(fruit)<br>fruit{i}(fruit{i} == 'a') == 'o';<br>end<br>```<br>
<b> Which statement returns the roots for the polynomial `x^</b><br><ul><li>poly([1 2 -4])</li><li>solve(x^2 + 2x - 4 == 0)</li><li>polyfit(x^2 + 2x - 4 == 0)</li><li>roots([1 2 -4])</li></ul>,roots([1 2 -4])
"<b> Which choice is the proper syntax to append a new elements `a` to the end of </b><br><ul><li>C = {C a};</li><li>C = cellcat(C a)</li><li>C = cat(2, {a}, C)</li><li>C{end+1}=a</li></ul>",C{end+1}=a
"<b> You have loaded a dataset of people's heights into a </b><br><ul><li>sim_height = std(height) + mean(height) \* randn(100, 1);</li><li>sim_height = mean(height) + std(height) \* randn(100, 1);</li><li>sim_height = randn(std(height), mean(height), [100, 1]);</li><li>sim_height = randn(mean(height), std(height), [100, 1]);</li></ul>","sim_height = mean(height) + std(height) \* randn(100, 1);"
"<b> Which statement returns a cell array of the strings containing '`burger`' from `menu`?</b><br><br>`menu = {'hot dog' 'corn dog' 'regular burger' 'cheeseburger' 'veggie burger'}`<br><br><ul><li>menu{strfind(menu, 'burger')}</li><li>menu(strfind(menu, 'burger'))</li><li>menu{contains(menu, 'burger')}</li><li>menu(contains(menu, 'burger'))</li></ul>","menu(contains(menu, 'burger'))"
"<b> What is the set of possible values that `a` may contain?</b><br><br>```<br>a      = randi(10, [1, 10]);<br>a(3)   = 11;<br>a(a>2) = 12;<br>```<br><br><ul><li>3, 4, 5, 6, 7, 8, 9, 10, 11, 12</li><li>1, 2, 12</li><li>2, 11, 12</li><li>1, 12</li></ul>","1, 2, 12"
<b> Which statement is true about the sparse matrices?</b><br><ul><li>You can use the `sparse` function to remove empty cells from cell array variables.</li><li>Sparse matrices always use less memory than their associated full matrices.</li><li>Mixtures of sparse and full matrices can be combined in all of MATLAB's built-in arithmetic operations.</li><li>The `sparse` function requires its input to be a full matrix with at least 50% zero elements.</li></ul>,Sparse matrices always use less memory than their associated full matrices.
<b> Which statement using logical indices will result in an error?</b><br><br>`a = 1:10;`<br><br><ul><li>b = a(a ~= 11)</li><li>b = a(a == 1)</li><li>b = a(a>6 && a<9)</li><li>b = a(a | 1)</li></ul>,b = a(a>6 && a<9)
"<b> Which statement turns `menu` into the variable `menu_string` below?</b><br><br>```<br>menu = {'hot dog' 'corn dog' 'regular burger' 'cheeseburger' 'veggie burger'}<br>menu_string =<br>'hot dog<br>corn dog<br>regular burger<br>cheeseburger<br>veggie burger'<br>```<br><br><ul><li>menu_string = cell2mat(join(menu, newline))</li><li>menu_string = cell2mat(join(menu, '\n'))</li><li>menu_string = join(menu, newline)</li><li>menu_string = cell2mat(pad(menu))</li></ul>","menu_string = cell2mat(join(menu, newline))"
<b> Which code snippet sets a new random seed based on the current time and saves the current settings of the random number generator?</b><br><ul><li>`rng_settings_curr = rng('shuffle');`</li><li>B```<br>rng(time());<br>rng_settings_curr = rng();<br>```<br></li><li>C`rng_settings_curr = rand('shuffle');`<br></li><li>D```<br>rng('shuffle');<br>rng_settings_curr = rng();<br>```<br></li></ul>,`rng_settings_curr = rng('shuffle');`
"<b> You have a matrix `data` in which each column is mono audio recording from a room in your house. You've noticed that each column has a very different mean and when you plot them all on the same graph, the spread across the y axis make it impossible to see anything. You want to subtract the mean from each column. Which code block will accomplish this?</b><br><ul><li>`data_nomean = data - repmat(median(data), size(data, 1), 1);`</li><li>`data_nomean = bsxfun(@minus, data, mean(data));`</li><li>.```<br>data_nomean = zeros(size(data));<br>for i = 1:size(data, 1)<br>data_nomean(i, :) = data(i, :) - mean(data(i, :));<br>end<br>```<br></li><li>.`data_nomean = zscore(data');`<br></li></ul>","`data_nomean = bsxfun(@minus, data, mean(data));`"
"<b> Which code block results in an array `b` containing the mean values of each array within `C`?</b><br><ul><li>.```<br>b = zeros(1, size(C, 2));<br>for i_C = 1:size(C, 2)<br>b(i_C) = mean(C(i_C));<br>end<br>```<br></li><li>.`b = cellfun(@mean, C);`<br></li><li>.```<br>b = zeros(1, size(C, 1));<br>for i_C = 1:size(C, 1)<br>b(i_C) = mean(C{i_C}(:));<br>end<br>```<br></li><li>.`b = cellfun(@(m) mean(m(:)), C)`<br></li></ul>",".`b = cellfun(@(m) mean(m(:)), C)`<br>"
"<b> Which statement creates a logical array that is </b><br><br>`passwords = {'abcd' '1234' 'qwerty' 'love1'};`<br><br><ul><li>contains(password, '\d')</li><li>~isempty(regexp(passwords, '\d'))</li><li>cellfun(@(x) ~isempty(regexp(x, '\d')), passwords)</li><li>regexp(passwords, '\d')</li></ul>","cellfun(@(x) ~isempty(regexp(x, '\d')), passwords)"
<b> Which is NOT a function that adds text to a plot?</b><br><ul><li>title</li><li>text</li><li>label</li><li>legend</li></ul>,label
"<b> Which code block most likely produced this graph?</b><br><br><img src=""matlab-quiz_matlab_Q39""><br>- [ ]<br>```<br>figure<br>x = rand(10,10);<br>r = corrcoef(x);<br>surf(r)<br>colorbar<br>```<br>- [x]<br>```<br>figure<br>x = rand(10,10);<br>r = corrcoef(x);<br>imagesc(r)<br>colorbar<br>```<br><br><ul></ul>",No answer found
<b> What kind of files are stored with the .mat extension?</b><br><ul><li>figure files</li><li>script files</li><li>function files</li><li>stored variable files</li></ul>,stored variable files
"<b> You would like to randomly reorder every element in array a and put the result into another array b. Which code is NOT necessary to do that?</b><br><br>`a = 1:10;`<br><br><ul><li>:`b = a(randi(10, 1, 10));`<br></li><li>:```<br>m = perms(a);<br>i = randi(factorial(10), 1);<br>b = a(m(i, :))<br>```<br></li><li>:```<br>[s, j] = sort(rand(10, 1));<br>b      = a(i);<br>```<br></li><li>:```<br>b = a(randperm(10));<br>```<br></li></ul>",":`b = a(randi(10, 1, 10));`<br>"
"<b> Which statement returns **</b><br><br>```<br>a = 'stand'<br>b = ""stand""<br>```<br><br><ul><li>a == b</li><li>ischar(b)</li><li>length(a) == length(b)</li><li>class(a) == class(b)</li></ul>",a == b
"<b> Which does E contain?</b><br><br>```<br>C = {'dog' 'cat' 'mouse'}<br>D = {'cow' 'piranha' 'mouse'}<br>E = setdiff(C,D)<br>```<br><br><ul><li>E = {'cat'} {'dog'}</li><li>E = {'mouse'}</li><li>E = {'cat'} {'cow'} {'dog'} {'piranha'}</li><li>E =</li></ul>",E = {'cat'} {'dog'}
"<b> Where in the UI can you see what variables have been created, their values, and their class?</b><br><ul><li>Editor</li><li>command window</li><li>details</li><li>workspace</li></ul>",workspace
"<b> Given the following x and y coordinates, which choice calculates a linear regression for the x and y coordinates, and which plots the points of the x,y data and the regression line on the same graph?</b><br><br>```<br>x = 9.0646 6.4362 7.8266 8.3945 5.6135 4.8186 2.8862 10.9311 1.1908 3.2586<br>y = 15.4357 11.0923 14.1417 14.9506 8.7687 8.0416 5.1662 20.5005 1.0978<br>```<br><br><ul><li>:```<br>coeff_line = polyfit(x,y,1)<br>x_line = floor(min(x)):0.1:ceil(max(x));<br>y_line = polyval(coeff_line,x_line)<br>figure; plot(x,y,'o')<br>hold on<br>plot(x_linemy_line)<br>```<br></li><li>:```<br>figure<br>plot(x,y,'o')<br>coeff_line = polyfit(x,y,1);<br>x_line = floor(min(x)):0.1:ceil(max(x));<br>y_line = polyval(coeff_line,x_line);<br>plot(x_line,y_line)<br>```<br></li><li>:```<br>figure<br>plot(x,y)<br>coeff_line = polyfit(x,y,1);<br>x_line = floor(min(x)):0.1:ceil(max(x));<br>y_line = polyval(coeff_line,x_line);<br>hold on; plot(x_line,y_line)<br>```<br></li><li>:```<br>coeff_line = polyfit(x,y,1);<br>x_line = floor(min(x)):0.1:ceil(max(x));<br>y_line = polyval(coeff_line,x_line);<br>figure; plot(x,y,'o')<br>hold on<br>plot(x_line,y_line)<br>```<br></li></ul>",":```<br>coeff_line = polyfit(x,y,1)<br>x_line = floor(min(x)):0.1:ceil(max(x));<br>y_line = polyval(coeff_line,x_line)<br>figure; plot(x,y,'o')<br>hold on<br>plot(x_linemy_line)<br>```<br>"
"<b> If you run this piece of code, you will get an error. Why?</b><br><br>```<br>a = [0 1 2 3; 4 5 6 7];<br>a = a^2;<br>```<br><br><ul><li>You are attempting to multiply a non-square matrix by itself, causing a dimension mismatch.</li><li>MATLAB does not allow you to square all the elements in the matrix in a single operation.</li><li>You must use the \*\* operator instead of the ^ operator.</li><li>You cannot square matrices that have a 0 as the first element.</li></ul>","You are attempting to multiply a non-square matrix by itself, causing a dimension mismatch."
<b> Which command will create a </b><br><ul><li>v = {1:10}</li><li>v = [1-10]</li><li>v = 1:10</li><li>v = (10)</li></ul>,v = 1:10
<b> For a </b><br><ul><li>7</li><li>8</li><li>17</li><li>9</li></ul>,9
<b> What is a difference between global variable and persistent variables?</b><br><ul><li>Global variables have a higher performance overhead than persistent variables.</li><li>Global variables remain in memory after clear all; persistent variables do not.</li><li>Global variables can be used to cache data in memory; persistent variables cannot.</li><li>Global variables are accessible outside the function scope; persistent variables are not.</li></ul>,Global variables are accessible outside the function scope; persistent variables are not.
<b> How is the random seed for MATLAB's random number generator first initializedin a MATLAB Session?</b><br><ul><li>Seed is undefined until it is initialized by the user.</li><li>Seed is set to a value based on the current time when user first calls rand()</li><li>Seed is set to a value based on the current time on startup.</li><li>Seed is set to a static default value on startup.</li></ul>,Seed is set to a static default value on startup.<br><br>[Reference](https://ch.mathworks.com/help/matlab/math/why-do-random-numbers-repeat-after-startup.html)<br>
<b> At what will MATLAB look first for a called function?</b><br><ul><li>functions on the path</li><li>built-in functions</li><li>functions within the current file</li><li>functions within the current directory</li></ul>,functions within the current directory<br><br>[Reference](https://www.mathworks.com/help/matlab/matlab_env/files-and-folders-that-matlab-accesses.html)<br>
<b> Which choice is the correct syntax for declaring a function that returns the input value as the output?</b><br><ul><li>:```<br>function mystery_func(a) :<br>return a<br>```<br></li><li>:```<br>function b = mystery_func(a)<br>b = a;<br>end<br>```<br></li><li>:```<br>def b = mystery_func(a)<br>b = a;<br>end<br>```<br></li><li>:```<br>function mystery_func(a)<br>b = a;<br>return b;<br>end<br>```<br></li></ul>,:```<br>function b = mystery_func(a)<br>b = a;<br>end<br>```<br><br><br>[Reference](https://mathworks.com/help/matlab/ref/function.html)<br>
"<b> What is the state of a at the end of this code?</b><br><br>```<br>a = [1 2; 3 4];<br>b = a(:,2);<br>c = b + 3;<br>a(1:2,1) = c;<br>```<br><br><ul><li>:```<br>a =<br>6   3<br>7   4<br>```<br></li><li>:```<br>a =<br>5   2<br>7   4<br>```<br></li><li>:```<br>a =<br>5<br>7<br>```<br></li><li>:```<br>a =<br>6<br>7<br>```<br></li></ul>",:```<br>a =<br>5   2<br>7   4<br>```<br><br><br>[Reference](https://mathworks.com/company/newsletters/articles/matrix-indexing-in-matlab.html)<br>
"<b> You've just plotted some data and want to change the color behind the lines you've plotted to black. Which code block will accomplish this?</b><br><ul><li>`h_f = figure; set(h_f,'Color', [0 0 0]);`</li><li>`h_a = gca; set(h_a,'Color', [0 0 0]);`</li><li>`h_a = axes; set(h_a,'Color', [0 0 0]);`</li><li>`h_f = gcf; set(h_a,'Color', [0 0 0]);`</li></ul>","`h_a = gca; set(h_a,'Color', [0 0 0]);`"
<b> Which statement will return all the odd numbers from </b><br><ul><li>`2*[1:5]+1`</li><li>`1:2:9`</li><li>`isodd(1:9)`</li><li>`1:odd:9`</li></ul>,`1:2:9`
"<b> In MATLAB, the `imfilter` command performs a convolution operation between an image and a matrix. Suppose you have an image loaded in MATLAB into the variable `img` and you apply the following code. The original image appears slightly blurred because the convolution smoothed out the image (removed noise). Why do you think this happened?</b><br><br>```<br>h = ones(5,5)/25;<br>imshow(imfilter(img,h));<br>```<br><br><ul><li>`h` is a Gaussian filter that adds to 1. Its intended effect is to highlight image edges.</li><li>`h` is an averaging filter uniformly distributed that adds to 1. Its intended effect is to smooth out images (remove noise).</li><li>`h` is a Laplacian filter that adds up to 0. Its intended effect is to smooth out images (remove noise).</li><li>`imfilter` is a function that always blurs the images.</li></ul>",`h` is an averaging filter uniformly distributed that adds to 1. Its intended effect is to smooth out images (remove noise).
"<b> What is the size of `b`?</b><br><br>```<br>a = [1 2 3];<br>b = repmat(a,2,3);<br>```<br><br><ul><li>1x3</li><li>3x2</li><li>2x3</li><li>2x9</li></ul>",2x9
<b> Which statement reverses vector `a`?</b><br><br>```<br>a = [ 1 2 3 4];<br>```<br><br><ul><li>reverse(a)</li><li>a(end:- 1:1)</li><li>rev(a)</li><li>a(::-1)</li></ul>,a(end:- 1:1)
"<b> Which command will create a column vector with the values </b><br><ul><li>`c = [7,8,9]`</li><li>`c = [7: 8: 9]`</li><li>`c = [7; 8; 9]`</li><li>`c = [7 8 9]`</li></ul>",`c = [7; 8; 9]`
<b> What do you call in the **command** window to see all the variables in the workspace and their classes?</b><br><ul><li>`who`</li><li>`vars`</li><li>`whos`</li><li>`who all`</li></ul>,`whos`
"<b> You wrote a new function named `snap` in an m-file and when you call it, you're not getting the output you expect. You previously wrote a different function named `snap`, which you think might also be on the search path. Which command can you use to see if the old `snap` function is being called?</b><br><ul><li>which</li><li>who</li><li>lookfor</li><li>what</li></ul>",which
<b> What is a reason to save a MAT-file using the `-v</b><br><ul><li>to ensure backward compatibility</li><li>to avoid HDF5 overhead in MAT-file</li><li>to include a variable greater that 2GB</li><li>to use compression by default</li></ul>,to include a variable greater that 2GB
<b> Which choice cannot add a directory to the search path?</b><br><ul><li>the **path** function</li><li>the **savepath** function</li><li>using **Set Path** in the **Environment** menu</li><li>the **addpath** function</li></ul>,the **savepath** function<br><br>[Reference](https://www.mathworks.com/help/matlab/ref/savepath.html)<br>
<b> Which is not a function to plot three-dimensional data?</b><br><ul><li>mesh</li><li>surf</li><li>contour</li><li>grid</li></ul>,grid<br><br>[Reference](https://www.mathworks.com/help/matlab/ref/grid.html)<br>
<b> What is the reason to save a MAT-file using the v-</b><br><ul><li>to use compression by default</li><li>to ensure backward compatibility</li><li>to include a variable greater than 2GB</li><li>to avoid HDF5 overhead in MAT-file</li></ul>,to include a variable greater than 2GB<br><br>[Reference](https://www.mathworks.com/matlabcentral/answers/169755-saving-variable-with-v7-3-flag-check)<br>
"<b> This graph could be the result of which block of code?</b><br><br><img src=""matlab-quiz_matlab_Q41""><br><br><ul><li>`a = randn(1,1000); histogram(a) ylabel('counts')`</li><li>`a = rand(1,1000); histogram(a) ylabel('counts')`</li><li>`a = randi(1,1000); histogram(a) ylabel('counts')`</li><li>`a = rng(1,1000); histogram(a) ylabel('counts')`</li></ul>","`a = randn(1,1000); histogram(a) ylabel('counts')`"
<b> What is a key difference between && and &?</b><br><ul><li>&& is a logical operator and & is not.</li><li>&& is always slower than &</li><li>&& employs short-circuiting behavior and & does not.</li><li>&& is a bitwise operator and & is not.</li></ul>,&& employs short-circuiting behavior and & does not.<br><br>[Reference](https://stackoverflow.com/questions/1379415/whats-the-difference-between-and-in-matlab)<br>
"<b> What is the result of this code?</b><br><br>```<br>s=""abcd""; s(3)='x'<br>```<br><br><ul><li>""abxd""</li><li>abxd</li><li>a 1x 3 string array</li><li>a run-time error</li></ul>",a 1x 3 string array
<b> In which case would you use varargin in a function you write?</b><br><ul><li>You want to count the number of input arguments.</li><li>You want to include optional input arguments.</li><li>You want the workspace variable names of the input arguments.</li><li>You want the data types of the input arguments.</li></ul>,You want to include optional input arguments.
"<b> What does e contain?</b><br><br>```<br>c = [9 8 0];<br>d = [0 0 1];<br>e = union(c,d);<br>```<br><br><ul><li>`e = [0 0 1 9 8 0]`</li><li>`e = [9 8 0 0 0 1]`</li><li>`e = [0 1 8 9]`</li><li>`e = [1 8 9]`</li></ul>",`e = [0 1 8 9]`
<b> What does this function print?</b><br><br>```<br>a = 1;<br>for i_loop = 1:6<br>disp(a);<br>end<br>```<br><br><ul><li>nothing will print</li></ul>,nothing will print
"<b> You are debugging a function and have set a breaipoint on the line before the error occurs. You look at the variable values and suspect the cause of the error is that a is </b><br><ul><li>type ""a=10;"" into the function file, before the statement that's throwing an error. Then click the Run button in the debugger window.</li><li>Type ""a=10; continue;"" into the command window</li><li>Type ""a=10;"" into the command window. Then click the Run button in the debugger window</li><li>Type ""a=10;"" into the function file, before the statement that's throwing an error. Then type ""return;"" into the command window</li></ul>","type ""a=10;"" into the function file, before the statement that's throwing an error. Then click the Run button in the debugger window."
"<b> Which statement returns the character array 'alone'?</b><br><br>```<br>b = ['stand' 'alone'];<br>```<br><br><ul><li>b(7:11)</li><li>b(2)</li><li>b(6:end)</li><li>b(1,2)</li></ul>",b(6:end)
"<b> Which statement returns the character array 'alone'?</b><br><br>```<br>c = {rand(20,10) rand(23,2) rand(14,5)}<br>```<br><br><ul><li>A```<br>b = cellfun(@(m) mean(m(:)), C<br>```<br></li><li>B```<br>b = zeros(1, size(C,1);<br>for i_C = 1:size(C,1)<br>b(1_C) = mean(C{i_C}(:));<br>end<br>```<br></li><li>C```<br>b = cellfun(@mean, C)<br>```<br></li><li>D```<br>b = zeros(1, size(C,2);<br>for i_C = 1:size(C,2)<br>b(1_C) = mean(C(i_C));<br>end<br>```<br></li></ul>",No answer found
<b> Which choice uses the proper syntax for an `if else` statement?</b><br><ul><li>A```<br>if (a > 1):<br>b = 2;<br>else:<br>b = 3;<br>```<br></li><li>B```<br>if (a > 1){<br>b = 2;<br>} else{<br>b = 3;<br>}<br>```<br></li><li>C```<br>if (a > 1)<br>b = 2;<br>else<br>b = 3;<br>end<br>```<br></li><li>D```<br>if (a > 1)<br>b = 2;<br>else<br>b = 3;<br>```<br></li></ul>,C```<br>if (a > 1)<br>b = 2;<br>else<br>b = 3;<br>end<br>```<br><br><br>[Reference](https://www.mathworks.com/help/matlab/ref/if.html)<br>
